topic,model,condition,condition_label,word_count,relevance,reason,error_records,minor,major,erroneous_units,assessed_units,uncertain_units,skipped_units,error_details,report
mole concept,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,283,on_topic,"The entire response directly addresses the requested mole concept in chemistry, covering its definition, relationship to Avogadro's number, molar mass, a worked conversion example, and a summary.",0,0,0,0,6,0,0,[],ch-3_mole_concept/arabic-native/evaluation/grok-4.3__b4666d6106af/results.md
stoichiometry,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,604,on_topic,"The explanation covers the requested topic of stoichiometry in detail, including its definition, the law of conservation of mass, balanced chemical equations, stoichiometric coefficients, mole-mass calculations, problem-solving steps, and real-world applications.",0,0,0,0,9,0,0,[],ch-2_stoichiometry/hindi-native/evaluation/gemini-3.8-flash__dfcf7746daff/results.md
mole concept,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,249,on_topic,"The explanation directly and accurately addresses the mole concept in chemistry, covering its definition, relationship with Avogadro's number, molar mass, molar volume, and worked calculation examples in Bengali.",0,0,0,0,8,0,0,[],ch-3_mole_concept/bengali-english/evaluation/llama-4-maverick__99003b414307/results.md
mole concept,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,294,on_topic,"The explanation directly addresses the mole concept in chemistry, covering its definition, Avogadro's number, relationship to molar mass, representative calculations, and a summary.",0,0,0,0,10,0,0,[],ch-3_mole_concept/bengali-native/evaluation/grok-4.3__5eec7afdcbb9/results.md
mole concept,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,222,on_topic,"The explanation directly addresses the mole concept in chemistry, covering its intuitive justification via analogy, formal definition, Avogadro's number, molar mass, calculation formulas, worked examples, and significance.",0,0,0,0,9,0,0,[],ch-3_mole_concept/arabic-native/evaluation/claude-sonnet-5__0529c84b108c/results.md
mole concept,claude-sonnet-5,English prompt / English response,English prompt / English response,422,on_topic,"The text directly and thoroughly explains the mole concept, including why it is needed, its definition via Avogadro's number, the connection to atomic mass and molar mass, conversion formulas, a worked calculation example, and a summary.",0,0,0,0,8,0,0,[],ch-3_mole_concept/english/evaluation/claude-sonnet-5__57081cfc99e2/results.md
mole concept,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,598,on_topic,"The response provides a comprehensive and accurate high-school level explanation of the mole concept in Arabic, covering Avogadro's number, molar mass, conversion formulas with worked examples, gas molar volume at STP, and summary charts.",0,0,0,0,20,0,0,[],ch-3_mole_concept/arabic-english/evaluation/gpt-5.6-terra__14911809aec9/results.md
mole concept,gemini-3.8-flash,English prompt / English response,English prompt / English response,600,on_topic,"The text directly and thoroughly explains the mole concept, covering counting analogies, Avogadro's number, molar mass, and mass-to-mole conversions.",0,0,0,0,13,0,0,[],ch-3_mole_concept/english/evaluation/gemini-3.8-flash__b643fd1d9d7d/results.md
mole concept,gpt-5.6-terra,English prompt / English response,English prompt / English response,696,on_topic,"The explanation covers the definition of the mole, Avogadro's number, molar mass, mole conversion formulas with worked examples, the mole triangle, stoichiometric mole ratios, and gas molar volume.",0,0,0,0,20,0,0,[],ch-3_mole_concept/english/evaluation/gpt-5.6-terra__6fd2100a2252/results.md
mole concept,grok-4.3,English prompt / English response,English prompt / English response,522,on_topic,"The response explains the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas, worked calculation examples, and its practical importance.",1,1,0,1,14,0,0,"[{'content_unit_id': 'u3', 'content_unit_label': ""Scale of Avogadro's number and weighing particles"", 'passage_ids': ['p15'], 'description': 'Counting at a rate of 1 atom per second would take 6.022 × 10²³ seconds. Dividing by ~3.156 × 10⁷ seconds per year yields approximately 1.91 × 10¹⁶ years (about 19 quadrillion years), not 19 million years.', 'correction': 'Counting one mole of atoms at 1 atom per second would take approximately 1.9 × 10¹⁶ years (about 19 quadrillion years).', 'severity': 'minor'}]",ch-3_mole_concept/english/evaluation/grok-4.3__6d2fe2e80d95/results.md
mole concept,llama-4-maverick,English prompt / English response,English prompt / English response,492,on_topic,"The response explains the mole concept, Avogadro's number, molar mass, conversion formulas, a worked example, and practice problems.",0,0,0,0,7,0,0,[],ch-3_mole_concept/english/evaluation/llama-4-maverick__786f8e76263d/results.md
mole concept,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,375,on_topic,"The response clearly explains the mole concept, Avogadro's number, molar mass, and basic calculations connecting mass, moles, and number of particles.",0,0,0,0,11,0,0,[],ch-3_mole_concept/arabic-native/evaluation/gpt-5.6-terra__61362604525e/results.md
mole concept,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,307,on_topic,"The response explains the mole concept, Avogadro's number, counting particles using the mole, the formula for calculating moles, and molar mass.",3,3,0,2,7,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': ""Definition of mole and Avogadro's number"", 'passage_ids': ['p2'], 'description': 'The passage incorrectly identifies \'n\' as the dimension or unit of mole (\'মোলের মাত্রা বা একক হচ্ছে ""n""\'). \'n\' is the variable symbol for amount of substance; the SI unit is mole (\'mol\') and the dimension symbol is N.', 'correction': ""মোলের প্রতীক বা চলক হলো 'n', কিন্তু এর এসআই একক হলো 'মোল' (mol) এবং মাত্রা হলো 'N'।"", 'severity': 'minor'}, {'content_unit_id': 'u1', 'content_unit_label': ""Definition of mole and Avogadro's number"", 'passage_ids': ['p2', 'p3'], 'description': ""Avogadro's number exponent is written without superscript formatting as '১০২৩' (1023) instead of 10^23 ('১০²³')."", 'correction': 'সংখ্যাটি হবে ৬.০২২ × ১০²³ (6.022 × 10^23)।', 'severity': 'minor'}, {'content_unit_id': 'u2', 'content_unit_label': 'Dozen analogy for counting particles and moles', 'passage_ids': ['p6'], 'description': ""Avogadro's number exponent is formatted without superscript as '১০২৩' (1023) rather than 10^23 ('১০²³')."", 'correction': 'মার্বেলের সংখ্যা হবে ৬.০২২ × ১০²³।', 'severity': 'minor'}]",ch-3_mole_concept/bengali-native/evaluation/llama-4-maverick__33cd4b60c62c/results.md
mole concept,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,406,on_topic,"The response comprehensively explains the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas between mass, moles, and number of particles, along with worked examples and a recap.",0,0,0,0,9,0,0,[],ch-3_mole_concept/bengali-native/evaluation/gpt-5.6-terra__2e9ff7b4d891/results.md
mole concept,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,520,on_topic,"The response provides a comprehensive and accurate explanation of the mole concept in Bengali, covering its conceptual foundation through everyday counting analogies, Avogadro's number, molar mass, molar volume at STP, calculation formulas, a worked practice problem, and a summary.",0,0,0,0,9,0,0,[],ch-3_mole_concept/bengali-english/evaluation/gemini-3.8-flash__fc393e90784e/results.md
mole concept,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,320,on_topic,"The text directly and comprehensively explains the mole concept, including Avogadro's number, molar mass, molar volume at STP, interconversion formulas, worked numerical examples, real-world significance, and practice questions.",0,0,0,0,14,0,0,[],ch-3_mole_concept/bengali-english/evaluation/grok-4.3__59abd9fd8638/results.md
mole concept,claude-sonnet-5,English prompt / French response,English prompt / French response,328,on_topic,"The entire response directly explains the mole concept in chemistry, covering the need for the unit, Avogadro's number, molar mass, calculation formulas, and stoichiometric significance.",0,0,0,0,11,0,0,[],ch-3_mole_concept/french-english/evaluation/claude-sonnet-5__0c858bff3424/results.md
mole concept,grok-4.3,English prompt / French response,English prompt / French response,332,on_topic,"The response clearly and directly explains the mole concept, Avogadro's number, molar mass, calculation formulas, and a worked example in high school chemistry.",1,1,0,1,9,0,0,"[{'content_unit_id': 'u9', 'content_unit_label': 'Application to chemical reaction stoichiometry', 'passage_ids': ['p27'], 'description': ""The passage claims that atoms combine in integer numbers of moles ('les atomes se combinent en nombre entier de moles'). In reality, atoms combine in integer ratios of individual atoms/particles, which translates macroscopically to fixed molar ratios (stoichiometric ratios); chemical reactions do not require integer quantities of moles."", 'correction': 'Les atomes (ou molécules) se combinent selon des proportions stœchiométriques précises (en rapports entiers de particules), ce qui se traduit par des rapports de quantités de matière (moles), mais les quantités en jeu ne sont pas nécessairement des nombres entiers de moles.', 'severity': 'minor'}]",ch-3_mole_concept/french-english/evaluation/grok-4.3__c24338970ad2/results.md
mole concept,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,489,on_topic,"The explanation directly and comprehensively explains the mole concept for a high school chemistry audience, covering Avogadro's number, molar mass, molar volume, and quantitative formulas.",1,1,0,1,11,0,0,"[{'content_unit_id': 'u5', 'content_unit_label': 'Relationship between atomic mass and mass in grams', 'passage_ids': ['p22'], 'description': ""The text asserts that scientist Avogadro chose this specific number ('বিজ্ঞানী অ্যাভোগাড্রো এমন একটা সংখ্যা বেছে নিয়েছিলেন'). Historically, Amedeo Avogadro did not determine or choose this value; it was experimentally determined decades after his death and named in his honor by Jean Perrin."", 'correction': ""The value was not chosen by Avogadro; it was determined experimentally by later scientists and named Avogadro's constant in his honor."", 'severity': 'minor'}]",ch-3_mole_concept/bengali-native/evaluation/gemini-3.8-flash__a5716c4f6e1d/results.md
mole concept,gemini-3.8-flash,English prompt / French response,English prompt / French response,572,on_topic,"The response provides a comprehensive and tailored explanation of the mole concept for a high school audience in French, covering the package analogy, Avogadro's constant, molar mass, and the mass-mole conversion formula.",0,0,0,0,7,0,0,[],ch-3_mole_concept/french-english/evaluation/gemini-3.8-flash__e3cff4fac54d/results.md
mole concept,llama-4-maverick,English prompt / French response,English prompt / French response,481,on_topic,"The response explains the mole concept, its definition, Avogadro's number, molar mass with an example calculation, and its practical importance.",1,1,0,1,7,0,0,"[{'content_unit_id': 'u2', 'content_unit_label': 'Carbon-12 based definition of the mole', 'passage_ids': ['p5'], 'description': 'The passage presents the pre-2019 carbon-12 reference definition as the official definition. Under the 2019 SI redefinition, the mole is officially defined by fixing the numerical value of the Avogadro constant to exactly 6.02214076 x 10^23 mol^-1.', 'correction': 'Since the 2019 revision of the SI, the mole is officially defined as containing exactly 6.02214076 x 10^23 elementary entities, rather than being defined with reference to 0.012 kg of carbon-12.', 'severity': 'minor'}]",ch-3_mole_concept/french-english/evaluation/llama-4-maverick__b5967914b747/results.md
mole concept,gpt-5.6-terra,English prompt / French response,English prompt / French response,577,on_topic,"The response comprehensively explains the mole concept in French for high school level chemistry, including counting particles, the Avogadro constant, molar mass, molar concentration, stoichiometry of formulas, and worked calculation examples.",0,0,0,0,14,0,0,[],ch-3_mole_concept/french-english/evaluation/gpt-5.6-terra__f34edbef7d42/results.md
mole concept,llama-4-maverick,French prompt / French response,French prompt / French response,427,on_topic,"The entire response is dedicated to explaining the mole concept in chemistry, including its definition, purpose, analogy with everyday counting, molar mass, and practical utility.",1,1,0,1,7,0,0,"[{'content_unit_id': 'u3', 'content_unit_label': 'Définition officielle de la mole', 'passage_ids': ['p7'], 'description': 'The passage presents the historical pre-2019 definition (based on 0.012 kg of carbon-12) as the current official definition.', 'correction': ""Depuis la redéfinition du Système international d'unités (SI) en 2019, la mole est officiellement définie directement en fixant la constante d'Avogadro N_A à exactement 6,022 140 76 x 10^23 entités élémentaires, sans référence à la masse de carbone 12."", 'severity': 'minor'}]",ch-3_mole_concept/french-native/evaluation/llama-4-maverick__b0825592b0d7/results.md
mole concept,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,261,on_topic,"The response directly and comprehensively addresses the requested mole concept for a high school student, explaining why moles are needed, everyday counting unit analogies, Avogadro's number, molar mass, calculation formulas, a worked numerical example, and a conceptual bridge analogy.",1,1,0,1,7,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Motivation and necessity for the mole unit', 'passage_ids': ['p3'], 'description': 'The mass of a hydrogen atom is written with 24 zeros after the decimal point (0.0000000000000000000000001674 g), which corresponds to 1.674 × 10⁻²⁵ g. The actual mass of a hydrogen atom is approximately 1.674 × 10⁻²⁴ g, which has 23 zeros after the decimal point (0.000000000000000000000001674 g).', 'correction': '0.000000000000000000000001674 গ্রাম (বা 1.674 × 10⁻²⁴ গ্রাম)', 'severity': 'minor'}]",ch-3_mole_concept/bengali-native/evaluation/claude-sonnet-5__0fa5fac173b7/results.md
mole concept,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,530,on_topic,"The explanation directly and comprehensively addresses the mole concept in Bengali, covering its definition, Avogadro's number, molar mass, conversion formulas with worked examples, molar volume at STP, and the distinction between atoms and molecules.",0,0,0,0,16,0,0,[],ch-3_mole_concept/bengali-english/evaluation/gpt-5.6-terra__da18d2e51701/results.md
mole concept,gemini-3.8-flash,French prompt / French response,French prompt / French response,651,on_topic,"The response comprehensively explains the mole concept in chemistry for a high school student, covering counting units by analogy, the microscopic necessity of moles, Avogadro's number, molar mass, and the calculation formula n = m / M with a worked example.",1,1,0,1,7,0,0,"[{'content_unit_id': 'u3', 'content_unit_label': ""Valeur du nombre d'Avogadro et exemples d'entités"", 'passage_ids': ['p19'], 'description': ""The text states that 6.022 x 10^23 is 'un 6 suivi de 23 zéros', but 6 followed by 23 zeros equals 6 x 10^23. For 6.022 x 10^23, the digit 6 is followed by 23 decimal digits, of which only 20 are trailing zeros (602 200... with 20 zeros)."", 'correction': ""Say 'un 6 suivi de 23 chiffres' or '6022 suivi de 20 zéros'."", 'severity': 'minor'}]",ch-3_mole_concept/french-native/evaluation/gemini-3.8-flash__43a6b907944c/results.md
mole concept,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,324,on_topic,"The response clearly and accurately explains the mole concept in Hindi, addressing fundamental prerequisites (atoms and molecules), definition of a mole, Avogadro's constant, molar mass, and key applications.",0,0,0,0,6,0,0,[],ch-3_mole_concept/hindi-english/evaluation/llama-4-maverick__233e55523507/results.md
mole concept,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,300,on_topic,"The response provides a comprehensive and accurate introductory explanation of the mole concept in Hindi, covering Avogadro's number, molar mass, calculation formulas, molar volume of gases at STP, and the importance of the concept.",0,0,0,0,9,0,0,[],ch-3_mole_concept/hindi-english/evaluation/claude-sonnet-5__c7b61483c875/results.md
mole concept,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,422,on_topic,"The text accurately and comprehensively explains the mole concept in chemistry, covering introductory analogies, formal definitions, molar mass, formulas, worked examples, summary points, and practice problems.",0,0,0,0,10,0,0,[],ch-3_mole_concept/hindi-english/evaluation/grok-4.3__71019d352927/results.md
mole concept,gpt-5.6-terra,French prompt / French response,French prompt / French response,506,on_topic,"The entire response directly and accurately explains the concept of the mole, Avogadro's number, chemical entities, and molar mass relationships.",0,0,0,0,11,0,0,[],ch-3_mole_concept/french-native/evaluation/gpt-5.6-terra__c39060e892c0/results.md
mole concept,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,267,on_topic,"The response provides a comprehensive and accurate high-school level explanation of the mole concept in Tamil, covering the definition of a mole, Avogadro's number, molar mass, the mole formula with a worked example, mole relationships (particles, mass, volume at STP), a mole triangle summary diagram, key takeaways, and a practice problem.",0,0,0,0,10,0,0,[],ch-3_mole_concept/tamil-english/evaluation/claude-sonnet-5__f241d3c0fb37/results.md
mole concept,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,390,on_topic,"The response provides a comprehensive and accurate high-school level explanation of the mole concept in Tamil, covering everyday analogies, definition and Avogadro's number, molar mass, calculation formulas, and a worked example.",0,0,0,0,8,0,0,[],ch-3_mole_concept/tamil-english/evaluation/gemini-3.8-flash__d064842c650a/results.md
mole concept,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,483,on_topic,"The explanation covers the mole concept in chemistry, including Avogadro's number, molar mass, conversion formulas between mass, moles, particle counts, and molar gas volume at STP, with worked examples.",0,0,0,0,18,0,0,[],ch-3_mole_concept/tamil-english/evaluation/gpt-5.6-terra__6ad8ac8da58c/results.md
mole concept,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,248,on_topic,"The response comprehensively explains the mole concept, Avogadro's constant, molar mass, and practical calculations of moles with examples in Tamil as requested.",0,0,0,0,11,0,0,[],ch-3_mole_concept/tamil-english/evaluation/grok-4.3__0041b70a0be2/results.md
mole concept,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,221,on_topic,"The response clearly and accurately explains the mole concept in Tamil, covering its definition, Avogadro's number, reaction stoichiometry, and molar mass.",0,0,0,0,5,0,0,[],ch-3_mole_concept/tamil-english/evaluation/llama-4-maverick__52e291c81dac/results.md
mole concept,claude-sonnet-5,Tamil prompt / Tamil response,Tamil prompt / Tamil response,229,on_topic,"The response explains the mole concept, Avogadro's number, molar mass, key formulas, molar gas volume at STP, and provides worked examples and a summary in Tamil.",0,0,0,0,8,0,0,[],ch-3_mole_concept/tamil-native/evaluation/claude-sonnet-5__628ecd25b740/results.md
mole concept,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,401,on_topic,"The response clearly and accurately explains the mole concept for a high school student, covering analogies to counting units, Avogadro's number, molar mass, standard conversion formulas, a worked practice example, and a summary.",0,0,0,0,6,0,0,[],ch-3_mole_concept/tamil-native/evaluation/gemini-3.8-flash__ae77dde5cd13/results.md
mole concept,gpt-5.6-terra,Tamil prompt / Tamil response,Tamil prompt / Tamil response,410,on_topic,"The response provides a comprehensive and accurate high school-level explanation of the mole concept, including Avogadro's number, molar mass, conversion formulas, worked examples, and stoichiometric application in chemical reactions.",0,0,0,0,14,0,0,[],ch-3_mole_concept/tamil-native/evaluation/gpt-5.6-terra__68a70a4a65d1/results.md
mole concept,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,309,on_topic,"The response accurately and directly explains the mole concept, Avogadro's number, molar mass, its applications, and worked examples suited for a high school student in Tamil.",1,1,0,1,13,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': ""Introduction to the mole concept and Avogadro's number"", 'passage_ids': ['p8'], 'description': 'The number of particles in 1 mole is expanded as 6,022,000,000,000,000,000,000,000 (which corresponds to 6.022 × 10²¹) instead of 602,200,000,000,000,000,000,000 (6.022 × 10²³).', 'correction': 'Write 602,200,000,000,000,000,000,000 (or 6.022 × 10²³) so that the expanded decimal correctly reflects 10²³.', 'severity': 'minor'}]",ch-3_mole_concept/tamil-native/evaluation/grok-4.3__4ad8f6f2b547/results.md
mole concept,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,145,on_topic,"The response clearly explains the mole concept across elements, compounds, and ions, along with Avogadro's number and a summary relation.",0,0,0,0,4,0,0,[],ch-3_mole_concept/tamil-native/evaluation/llama-4-maverick__a59da4c4aee9/results.md
mole concept,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,602,on_topic,"The response comprehensively explains the mole concept, Avogadro's number, molar mass, molar volume of gases at STP, and formulas with solved examples in Hindi as requested.",0,0,0,0,17,0,0,[],ch-3_mole_concept/hindi-native/evaluation/gpt-5.6-terra__9efcff44a8a2/results.md
mole concept,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,296,on_topic,"The response provides a clear, comprehensive, and accurate explanation of the mole concept in Hindi, covering the motivation behind the mole, Avogadro's number, molar mass, calculation formulas, a worked example, and a memory aid.",0,0,0,0,7,0,0,[],ch-3_mole_concept/hindi-native/evaluation/claude-sonnet-5__420f3c90d17c/results.md
mole concept,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,565,on_topic,"The entire response directly and accurately explains the mole concept in chemistry, including Avogadro's number, molar mass, and formula-based calculations, using pedagogical analogies and examples suited for high school students.",0,0,0,0,12,0,0,[],ch-3_mole_concept/hindi-native/evaluation/gemini-3.8-flash__e365ea8a7f5b/results.md
mole concept,claude-sonnet-5,French prompt / French response,French prompt / French response,285,on_topic,"The response clearly and accurately explains the mole concept for a high school audience, covering the need for a macroscopic counting unit, Avogadro's constant, the bridge between microscopic and macroscopic scales, and the formula n = m/M.",0,0,0,0,7,0,0,[],ch-3_mole_concept/french-native/evaluation/claude-sonnet-5__299e104f83ca/results.md
mole concept,grok-4.3,French prompt / French response,French prompt / French response,584,on_topic,"The text directly and thoroughly explains the mole concept for high school chemistry, addressing why a counting unit is necessary, defining the mole and Avogadro's constant, introducing molar mass with examples, presenting analogies, and showing its use in reaction stoichiometry.",1,0,1,1,13,0,0,"[{'content_unit_id': 'u12', 'content_unit_label': ""Exemple de réaction chimique et conservation des moles : synthèse de l'eau"", 'passage_ids': ['p44'], 'description': 'The passage incorrectly claims that there is the same number of molecules on each side of the reaction 2 H₂ + O₂ → 2 H₂O.', 'correction': 'The number of molecules is not conserved (3 molecules react to form 2 molecules). Rather, it is the number of atoms of each element (4 hydrogen atoms and 2 oxygen atoms) and the total mass (36 g) that are conserved on each side.', 'severity': 'major'}]",ch-3_mole_concept/french-native/evaluation/grok-4.3__4e7af7c7ec4c/results.md
mole concept,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,353,on_topic,"The response clearly and accurately explains the mole concept in Hindi, covering its definition, Avogadro's number, its importance in chemistry, and a worked example calculation.",0,0,0,0,5,0,0,[],ch-3_mole_concept/hindi-native/evaluation/llama-4-maverick__3f9a0bbef076/results.md
mole concept,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,795,on_topic,"The entire response is dedicated to explaining the mole concept in Hindi, covering fundamental definitions, counting analogies, molar mass, calculation formulas, molar volume at STP, stoichiometry, and practical examples.",0,0,0,0,24,0,0,[],ch-3_mole_concept/hindi-english/evaluation/gpt-5.6-terra__b87572016787/results.md
mole concept,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,612,on_topic,"The response comprehensively explains the mole concept in Hindi, including its definition via counting analogies (dozen and pair), Avogadro's number, molar mass, conversion formulas, a worked numerical example, and a summary.",0,0,0,0,12,0,0,[],ch-3_mole_concept/hindi-english/evaluation/gemini-3.8-flash__3231b7c53740/results.md
redox reactions,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,435,on_topic,"The response provides a comprehensive, accurate high school-level explanation of oxidation-reduction (redox) reactions, covering definitions, electron transfer, mnemonics, agents, a worked chemical example, and everyday occurrences.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/arabic-english/evaluation/gemini-3.8-flash__f2fb6bd48012/results.md
redox reactions,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,270,on_topic,"The response directly and accurately explains redox reactions, covering definitions (electron transfer, oxygen, hydrogen), oxidizing and reducing agents, everyday/practical examples, and oxidation number changes.",0,0,0,0,7,0,0,[],ch-4_redox_reactions/arabic-english/evaluation/grok-4.3__3dc67445ad7d/results.md
redox reactions,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,278,on_topic,"The response explains the core principles of redox reactions, defining electron transfer, oxidation, and reduction, and providing illustrative chemical examples.",0,0,0,0,6,0,0,[],ch-4_redox_reactions/arabic-english/evaluation/llama-4-maverick__d16a6719fa8e/results.md
redox reactions,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,289,on_topic,"The response directly addresses the requested topic of redox reactions, detailing their definition, electron transfer, oxidation numbers, worked chemical examples, fundamental conservation principles, and real-world applications.",0,0,0,0,9,0,0,[],ch-4_redox_reactions/arabic-native/evaluation/llama-4-maverick__297f674f2264/results.md
redox reactions,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,485,on_topic,"The response directly and thoroughly explains redox reactions in Arabic, covering definitions, electron transfer, oxidation states, worked examples, oxidizing/reducing agents, everyday illustrations, and identification methods.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/arabic-english/evaluation/gpt-5.6-terra__06c0e71d1caa/results.md
redox reactions,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,551,on_topic,"The entire response thoroughly explains redox reactions for high school chemistry in Arabic, covering electron transfer, definitions of oxidation and reduction, oxidizing and reducing agents, oxidation numbers, worked examples, everyday applications, and historical/organic definitions.",0,0,0,0,14,0,0,[],ch-4_redox_reactions/arabic-native/evaluation/gpt-5.6-terra__625c4f7c46d3/results.md
mole concept,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,407,on_topic,"The text directly and comprehensively explains the mole concept, Avogadro's number, molar mass, and its application in stoichiometry for high school chemistry.",0,0,0,0,11,0,0,[],ch-3_mole_concept/hindi-native/evaluation/grok-4.3__9338feb8d817/results.md
redox reactions,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,430,on_topic,"The entire response directly explains oxidation-reduction (redox) reactions in Arabic for high school level, covering core definitions, agent identification, oxidation numbers, worked examples, everyday applications, and an interactive check for understanding.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/arabic-native/evaluation/gemini-3.8-flash__5a0b87a906fb/results.md
redox reactions,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,339,on_topic,"The entire response directly addresses redox reactions in chemistry, including basic definitions, mnemonics, agents, oxidation state rules, worked examples, a summary, and practice questions.",0,0,0,0,9,0,0,[],ch-4_redox_reactions/arabic-english/evaluation/claude-sonnet-5__a5831e50eec5/results.md
redox reactions,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,168,on_topic,"The response directly and accurately explains redox reactions, covering definitions of oxidation and reduction in terms of electron transfer, followed by two illustrative chemical reactions and their significance.",0,0,0,0,4,0,0,[],ch-4_redox_reactions/bengali-english/evaluation/llama-4-maverick__e31c0fb367bb/results.md
redox reactions,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,272,on_topic,"The response explains redox reactions thoroughly for a high school audience, covering core concepts, definitions of oxidation and reduction, mnemonics, oxidation numbers and rules, worked examples, agents, everyday applications, and practice problems.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/arabic-native/evaluation/claude-sonnet-5__2f6df8a7681c/results.md
redox reactions,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,434,on_topic,"The response provides a comprehensive and accurate introductory explanation of redox reactions in Bengali, covering definitions, electronic theory, agents, a worked reaction, simultaneity, and everyday applications.",0,0,0,0,9,0,0,[],ch-4_redox_reactions/bengali-english/evaluation/gemini-3.8-flash__c1a852ed3ef6/results.md
redox reactions,claude-sonnet-5,English prompt / English response,English prompt / English response,310,on_topic,"The entire response directly and comprehensively explains redox reactions, covering definitions, mnemonics, worked chemical reactions, oxidizing and reducing agents, everyday applications, oxidation numbers, and synthesis summaries.",0,0,0,0,14,0,0,[],ch-4_redox_reactions/english/evaluation/claude-sonnet-5__83e2a3b51afc/results.md
redox reactions,gemini-3.8-flash,English prompt / English response,English prompt / English response,597,on_topic,"The explanation is entirely focused on redox reactions, covering their fundamental definition as coupled electron transfer processes, standard mnemonics, clarification of reduction terminology, a worked chemical example, oxidizing and reducing agents, real-world manifestations, and a quick-check practice question.",0,0,0,0,9,0,0,[],ch-4_redox_reactions/english/evaluation/gemini-3.8-flash__2a8bacb1143e/results.md
redox reactions,gpt-5.6-terra,English prompt / English response,English prompt / English response,678,on_topic,"The response provides a comprehensive explanation of redox reactions, detailing the definitions of oxidation and reduction via electron transfer, half-equations, oxidising and reducing agents, oxidation numbers, real-world occurrences, and procedural identification.",0,0,0,0,16,0,0,[],ch-4_redox_reactions/english/evaluation/gpt-5.6-terra__1c81f267623c/results.md
redox reactions,grok-4.3,English prompt / English response,English prompt / English response,466,on_topic,"The response directly and thoroughly explains redox reactions, covering definitions of oxidation and reduction, oxidation states, oxidizing and reducing agents, real-world examples, mnemonics, and a practice question.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/english/evaluation/grok-4.3__4d3447a415d0/results.md
