topic,model,condition,condition_label,word_count,total,CONCEPT,EXAMPLE,ANALOGY,PROCEDURE,STUDY_SUPPORT,CAVEAT,OTHER,source
mole concept,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,145,4,3,0,0,0,1,0,0,ch-3_mole_concept/tamil-native/llama-4-maverick__a59da4c4aee9.json
mole concept,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,602,17,7,7,1,0,2,0,0,ch-3_mole_concept/hindi-native/gpt-5.6-terra__9efcff44a8a2.json
mole concept,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,296,7,5,1,0,0,1,0,0,ch-3_mole_concept/hindi-native/claude-sonnet-5__420f3c90d17c.json
mole concept,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,565,12,4,6,1,0,1,0,0,ch-3_mole_concept/hindi-native/gemini-3.8-flash__e365ea8a7f5b.json
mole concept,claude-sonnet-5,French prompt / French response,French prompt / French response,285,7,4,2,0,0,1,0,0,ch-3_mole_concept/french-native/claude-sonnet-5__299e104f83ca.json
mole concept,grok-4.3,French prompt / French response,French prompt / French response,584,13,4,7,1,0,1,0,0,ch-3_mole_concept/french-native/grok-4.3__4e7af7c7ec4c.json
mole concept,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,353,5,4,1,0,0,0,0,0,ch-3_mole_concept/hindi-native/llama-4-maverick__3f9a0bbef076.json
mole concept,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,795,24,11,7,1,0,3,2,0,ch-3_mole_concept/hindi-english/gpt-5.6-terra__b87572016787.json
mole concept,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,612,12,3,7,1,0,1,0,0,ch-3_mole_concept/hindi-english/gemini-3.8-flash__3231b7c53740.json
redox reactions,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,435,11,4,4,1,0,2,0,0,ch-4_redox_reactions/arabic-english/gemini-3.8-flash__f2fb6bd48012.json
redox reactions,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,270,7,3,3,0,0,1,0,0,ch-4_redox_reactions/arabic-english/grok-4.3__3dc67445ad7d.json
redox reactions,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,278,6,3,2,0,0,1,0,0,ch-4_redox_reactions/arabic-english/llama-4-maverick__d16a6719fa8e.json
redox reactions,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,289,9,4,5,0,0,0,0,0,ch-4_redox_reactions/arabic-native/llama-4-maverick__297f674f2264.json
redox reactions,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,485,10,4,3,0,1,2,0,0,ch-4_redox_reactions/arabic-english/gpt-5.6-terra__06c0e71d1caa.json
redox reactions,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,551,14,5,6,0,1,2,0,0,ch-4_redox_reactions/arabic-native/gpt-5.6-terra__625c4f7c46d3.json
mole concept,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,407,11,4,5,1,0,1,0,0,ch-3_mole_concept/hindi-native/grok-4.3__9338feb8d817.json
redox reactions,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,430,11,4,4,1,0,2,0,0,ch-4_redox_reactions/arabic-native/gemini-3.8-flash__5a0b87a906fb.json
redox reactions,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,339,9,4,2,0,0,3,0,0,ch-4_redox_reactions/arabic-english/claude-sonnet-5__a5831e50eec5.json
redox reactions,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,168,4,2,2,0,0,0,0,0,ch-4_redox_reactions/bengali-english/llama-4-maverick__e31c0fb367bb.json
redox reactions,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,272,10,4,4,0,0,2,0,0,ch-4_redox_reactions/arabic-native/claude-sonnet-5__2f6df8a7681c.json
redox reactions,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,434,9,4,4,0,0,1,0,0,ch-4_redox_reactions/bengali-english/gemini-3.8-flash__c1a852ed3ef6.json
redox reactions,claude-sonnet-5,English prompt / English response,English prompt / English response,310,14,5,6,1,0,2,0,0,ch-4_redox_reactions/english/claude-sonnet-5__83e2a3b51afc.json
redox reactions,gemini-3.8-flash,English prompt / English response,English prompt / English response,597,9,2,4,0,0,2,1,0,ch-4_redox_reactions/english/gemini-3.8-flash__2a8bacb1143e.json
redox reactions,gpt-5.6-terra,English prompt / English response,English prompt / English response,678,16,5,7,0,1,3,0,0,ch-4_redox_reactions/english/gpt-5.6-terra__1c81f267623c.json
redox reactions,grok-4.3,English prompt / English response,English prompt / English response,466,11,4,5,0,0,2,0,0,ch-4_redox_reactions/english/grok-4.3__4d3447a415d0.json
redox reactions,llama-4-maverick,English prompt / English response,English prompt / English response,523,10,4,5,0,0,1,0,0,ch-4_redox_reactions/english/llama-4-maverick__1420345e3485.json
redox reactions,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,391,12,3,7,0,0,2,0,0,ch-4_redox_reactions/arabic-native/grok-4.3__e5ce7f93f7d5.json
redox reactions,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,327,11,3,6,0,0,2,0,0,ch-4_redox_reactions/bengali-native/grok-4.3__a364b2c70b65.json
redox reactions,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,171,3,2,1,0,0,0,0,0,ch-4_redox_reactions/bengali-native/llama-4-maverick__145faf6eddee.json
redox reactions,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,338,14,4,7,0,0,3,0,0,ch-4_redox_reactions/bengali-native/claude-sonnet-5__cb8795cb0842.json
redox reactions,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,238,12,4,7,0,0,1,0,0,ch-4_redox_reactions/bengali-english/grok-4.3__30c288d8d78c.json
redox reactions,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,470,10,3,5,1,0,1,0,0,ch-4_redox_reactions/bengali-native/gemini-3.8-flash__67d4cf2eaec6.json
redox reactions,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,433,15,5,8,0,0,2,0,0,ch-4_redox_reactions/bengali-native/gpt-5.6-terra__85829021c9df.json
redox reactions,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,263,11,4,5,0,0,2,0,0,ch-4_redox_reactions/bengali-english/claude-sonnet-5__e8861d78e0ef.json
redox reactions,llama-4-maverick,English prompt / French response,English prompt / French response,456,4,2,1,0,1,0,0,0,ch-4_redox_reactions/french-english/llama-4-maverick__a1fc6d0bd16f.json
redox reactions,grok-4.3,English prompt / French response,English prompt / French response,393,9,5,4,0,0,0,0,0,ch-4_redox_reactions/french-english/grok-4.3__25cab2c1927c.json
redox reactions,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,481,19,6,11,0,0,2,0,0,ch-4_redox_reactions/bengali-english/gpt-5.6-terra__7ef140902a8f.json
redox reactions,llama-4-maverick,French prompt / French response,French prompt / French response,404,8,2,4,0,1,1,0,0,ch-4_redox_reactions/french-native/llama-4-maverick__0dbc232cd51c.json
redox reactions,gemini-3.8-flash,English prompt / French response,English prompt / French response,503,8,2,4,0,0,2,0,0,ch-4_redox_reactions/french-english/gemini-3.8-flash__600c0e408398.json
redox reactions,claude-sonnet-5,English prompt / French response,English prompt / French response,203,10,3,5,0,0,2,0,0,ch-4_redox_reactions/french-english/claude-sonnet-5__2e5db42cd5aa.json
redox reactions,claude-sonnet-5,French prompt / French response,French prompt / French response,247,8,3,1,1,0,3,0,0,ch-4_redox_reactions/french-native/claude-sonnet-5__9b36d38d9082.json
redox reactions,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,481,12,4,5,0,0,3,0,0,ch-4_redox_reactions/hindi-english/gpt-5.6-terra__fdcbe7b8b6b2.json
redox reactions,gpt-5.6-terra,English prompt / French response,English prompt / French response,534,15,4,9,0,1,1,0,0,ch-4_redox_reactions/french-english/gpt-5.6-terra__8f38a52ddcfc.json
redox reactions,gemini-3.8-flash,French prompt / French response,French prompt / French response,672,11,3,5,0,1,2,0,0,ch-4_redox_reactions/french-native/gemini-3.8-flash__e96a078f8342.json
redox reactions,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,296,5,3,1,0,0,1,0,0,ch-4_redox_reactions/hindi-english/llama-4-maverick__b4e010872283.json
redox reactions,grok-4.3,French prompt / French response,French prompt / French response,454,13,5,5,0,1,2,0,0,ch-4_redox_reactions/french-native/grok-4.3__b45976264ce4.json
redox reactions,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,298,12,4,5,0,0,3,0,0,ch-4_redox_reactions/tamil-english/claude-sonnet-5__24ffc2a278c9.json
redox reactions,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,283,12,3,6,0,0,3,0,0,ch-4_redox_reactions/tamil-english/gemini-3.8-flash__8795c63b6cc8.json
redox reactions,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,370,16,6,8,0,0,2,0,0,ch-4_redox_reactions/tamil-english/gpt-5.6-terra__c83234f3b4f6.json
redox reactions,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,242,10,4,5,0,0,1,0,0,ch-4_redox_reactions/tamil-english/grok-4.3__f179cd7a87a8.json
redox reactions,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,266,6,3,3,0,0,0,0,0,ch-4_redox_reactions/tamil-english/llama-4-maverick__c318042eec14.json
redox reactions,claude-sonnet-5,Tamil prompt / Tamil response,Tamil prompt / Tamil response,230,13,5,6,0,0,2,0,0,ch-4_redox_reactions/tamil-native/claude-sonnet-5__3884e8d4c759.json
redox reactions,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,306,9,2,4,1,0,2,0,0,ch-4_redox_reactions/tamil-native/gemini-3.8-flash__d105b60261a7.json
redox reactions,gpt-5.6-terra,Tamil prompt / Tamil response,Tamil prompt / Tamil response,388,12,5,5,0,0,2,0,0,ch-4_redox_reactions/tamil-native/gpt-5.6-terra__81de0014b956.json
redox reactions,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,215,9,2,6,0,0,1,0,0,ch-4_redox_reactions/tamil-native/grok-4.3__e9e859fc115c.json
redox reactions,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,128,4,2,2,0,0,0,0,0,ch-4_redox_reactions/tamil-native/llama-4-maverick__0de945498fd3.json
redox reactions,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,520,10,3,4,1,0,2,0,0,ch-4_redox_reactions/hindi-english/gemini-3.8-flash__d7bab2e8ee6a.json
redox reactions,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,336,13,5,6,0,0,2,0,0,ch-4_redox_reactions/hindi-english/claude-sonnet-5__cea8c6599a4d.json
redox reactions,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,293,6,4,1,0,0,1,0,0,ch-4_redox_reactions/hindi-native/llama-4-maverick__dd933cedf847.json
redox reactions,gpt-5.6-terra,French prompt / French response,French prompt / French response,660,17,6,6,0,1,3,1,0,ch-4_redox_reactions/french-native/gpt-5.6-terra__7dd6e7598291.json
covalent radius,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,78,3,2,1,0,0,0,0,0,ch-5_covalent_radius/arabic-english/grok-4.3__7d3130f113fe.json
covalent radius,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,203,6,3,1,0,0,1,1,0,ch-5_covalent_radius/arabic-english/gpt-5.6-terra__df78f263dafb.json
redox reactions,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,409,11,4,6,0,0,1,0,0,ch-4_redox_reactions/hindi-native/grok-4.3__ac9037b21d43.json
covalent radius,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,233,7,5,1,0,0,1,0,0,ch-5_covalent_radius/arabic-english/claude-sonnet-5__b5d1714ba065.json
redox reactions,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,354,11,5,5,0,0,1,0,0,ch-4_redox_reactions/hindi-english/grok-4.3__a461646e522d.json
covalent radius,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,178,4,3,1,0,0,0,0,0,ch-5_covalent_radius/arabic-english/llama-4-maverick__778404ba11cb.json
redox reactions,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,560,15,5,8,0,0,2,0,0,ch-4_redox_reactions/hindi-native/gpt-5.6-terra__8a7baf93744f.json
covalent radius,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,198,5,3,1,0,0,0,1,0,ch-5_covalent_radius/arabic-native/claude-sonnet-5__100a6a04dbc9.json
covalent radius,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,60,1,1,0,0,0,0,0,0,ch-5_covalent_radius/arabic-native/llama-4-maverick__0a6167adc3dd.json
redox reactions,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,398,13,5,6,0,0,2,0,0,ch-4_redox_reactions/hindi-native/claude-sonnet-5__aa9e1966e0c4.json
covalent radius,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,352,6,4,1,0,0,1,0,0,ch-5_covalent_radius/arabic-native/gemini-3.8-flash__ce11780bdce2.json
covalent radius,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,220,5,3,1,0,0,0,1,0,ch-5_covalent_radius/arabic-native/grok-4.3__038d74e8df44.json
covalent radius,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,333,6,4,1,1,0,0,0,0,ch-5_covalent_radius/arabic-english/gemini-3.8-flash__6e8222a70f9d.json
covalent radius,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,383,7,3,3,0,0,0,1,0,ch-5_covalent_radius/bengali-english/llama-4-maverick__30a8c7daf232.json
covalent radius,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,198,7,3,2,1,0,1,0,0,ch-5_covalent_radius/bengali-english/claude-sonnet-5__946201b94b4f.json
covalent radius,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,154,4,2,1,0,0,1,0,0,ch-5_covalent_radius/bengali-english/grok-4.3__ea5e34564d85.json
covalent radius,claude-sonnet-5,English prompt / English response,English prompt / English response,290,6,3,1,0,0,2,0,0,ch-5_covalent_radius/english/claude-sonnet-5__9ac739c656ae.json
covalent radius,gemini-3.8-flash,English prompt / English response,English prompt / English response,530,8,5,1,1,0,1,0,0,ch-5_covalent_radius/english/gemini-3.8-flash__91b32aee2654.json
covalent radius,gpt-5.6-terra,English prompt / English response,English prompt / English response,263,5,2,1,0,0,1,1,0,ch-5_covalent_radius/english/gpt-5.6-terra__d0cce1c61c1a.json
covalent radius,grok-4.3,English prompt / English response,English prompt / English response,272,5,2,2,0,0,1,0,0,ch-5_covalent_radius/english/grok-4.3__24ff8befd38a.json
covalent radius,llama-4-maverick,English prompt / English response,English prompt / English response,345,5,2,2,0,0,1,0,0,ch-5_covalent_radius/english/llama-4-maverick__346f602cb72e.json
covalent radius,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,207,6,3,1,0,0,1,1,0,ch-5_covalent_radius/bengali-native/claude-sonnet-5__1c0a815dfb7d.json
covalent radius,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,248,6,3,2,0,0,1,0,0,ch-5_covalent_radius/bengali-native/grok-4.3__01514885efa3.json
covalent radius,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,125,3,1,2,0,0,0,0,0,ch-5_covalent_radius/bengali-native/llama-4-maverick__0dee218449fa.json
covalent radius,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,230,6,4,1,0,0,1,0,0,ch-5_covalent_radius/bengali-native/gpt-5.6-terra__cfc0c0481d75.json
covalent radius,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,453,7,4,1,1,0,1,0,0,ch-5_covalent_radius/bengali-native/gemini-3.8-flash__e210310b6fa1.json
redox reactions,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,591,14,4,5,2,0,3,0,0,ch-4_redox_reactions/hindi-native/gemini-3.8-flash__cad353ff4ce2.json
covalent radius,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,231,7,5,1,0,0,1,0,0,ch-5_covalent_radius/bengali-english/gpt-5.6-terra__1627088f3a7f.json
covalent radius,grok-4.3,English prompt / French response,English prompt / French response,262,5,4,1,0,0,0,0,0,ch-5_covalent_radius/french-english/grok-4.3__2befe244ca67.json
covalent radius,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,222,8,5,1,0,0,1,1,0,ch-5_covalent_radius/arabic-native/gpt-5.6-terra__7d71dd23b8f3.json
covalent radius,claude-sonnet-5,English prompt / French response,English prompt / French response,222,6,3,1,1,0,1,0,0,ch-5_covalent_radius/french-english/claude-sonnet-5__601687d4f341.json
covalent radius,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,338,6,3,1,1,0,0,1,0,ch-5_covalent_radius/bengali-english/gemini-3.8-flash__dde0b6b3d321.json
covalent radius,gpt-5.6-terra,English prompt / French response,English prompt / French response,248,7,4,2,0,0,0,1,0,ch-5_covalent_radius/french-english/gpt-5.6-terra__2700e71aeb6a.json
covalent radius,gemini-3.8-flash,English prompt / French response,English prompt / French response,499,6,4,1,0,0,1,0,0,ch-5_covalent_radius/french-english/gemini-3.8-flash__e8252c9982d5.json
covalent radius,llama-4-maverick,English prompt / French response,English prompt / French response,363,6,4,1,0,0,1,0,0,ch-5_covalent_radius/french-english/llama-4-maverick__3156d1bd8bd4.json
covalent radius,grok-4.3,French prompt / French response,French prompt / French response,342,6,4,1,0,0,0,1,0,ch-5_covalent_radius/french-native/grok-4.3__ac448eec0d70.json
covalent radius,gemini-3.8-flash,French prompt / French response,French prompt / French response,455,5,3,0,1,0,1,0,0,ch-5_covalent_radius/french-native/gemini-3.8-flash__178f39154a61.json
covalent radius,llama-4-maverick,French prompt / French response,French prompt / French response,379,6,3,1,0,1,1,0,0,ch-5_covalent_radius/french-native/llama-4-maverick__30af5b71b781.json
covalent radius,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,283,6,3,2,0,0,1,0,0,ch-5_covalent_radius/hindi-english/claude-sonnet-5__0110143e683b.json
covalent radius,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,234,4,2,1,0,0,1,0,0,ch-5_covalent_radius/hindi-english/llama-4-maverick__4683abdafc6f.json
covalent radius,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,223,5,2,1,0,0,1,1,0,ch-5_covalent_radius/hindi-english/gpt-5.6-terra__cd290e5fbb81.json
covalent radius,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,168,7,3,1,1,0,1,1,0,ch-5_covalent_radius/tamil-english/claude-sonnet-5__242fa5ea20ef.json
covalent radius,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,285,5,2,1,1,0,0,1,0,ch-5_covalent_radius/tamil-english/gemini-3.8-flash__605cb3b49190.json
covalent radius,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,171,8,4,3,0,0,1,0,0,ch-5_covalent_radius/tamil-english/gpt-5.6-terra__c3572b379b71.json
covalent radius,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,148,4,2,2,0,0,0,0,0,ch-5_covalent_radius/tamil-english/grok-4.3__43a66f17047c.json
covalent radius,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,129,1,1,0,0,0,0,0,0,ch-5_covalent_radius/tamil-english/llama-4-maverick__9eeb3f140071.json
covalent radius,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,278,5,3,1,0,0,1,0,0,ch-5_covalent_radius/tamil-native/gemini-3.8-flash__c2233591d89e.json
covalent radius,gpt-5.6-terra,Tamil prompt / Tamil response,Tamil prompt / Tamil response,198,9,3,1,1,0,1,3,0,ch-5_covalent_radius/tamil-native/gpt-5.6-terra__8588d8257b97.json
covalent radius,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,223,7,3,2,1,0,1,0,0,ch-5_covalent_radius/tamil-native/grok-4.3__a7e95950621a.json
covalent radius,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,160,1,1,0,0,0,0,0,0,ch-5_covalent_radius/tamil-native/llama-4-maverick__3c35543a1b39.json
covalent radius,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,441,6,3,1,1,0,1,0,0,ch-5_covalent_radius/hindi-english/gemini-3.8-flash__1ac0218dd2fc.json
covalent radius,gpt-5.6-terra,French prompt / French response,French prompt / French response,323,6,2,2,0,0,1,1,0,ch-5_covalent_radius/french-native/gpt-5.6-terra__ab2abd3b995d.json
covalent radius,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,251,7,3,2,1,0,1,0,0,ch-5_covalent_radius/hindi-native/claude-sonnet-5__bde25a0c1167.json
covalent radius,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,389,8,4,3,0,0,0,1,0,ch-5_covalent_radius/hindi-native/grok-4.3__1fa700d4e127.json
covalent radius,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,410,6,3,1,1,0,0,1,0,ch-5_covalent_radius/hindi-native/gemini-3.8-flash__f3616d4aa34c.json
covalent radius,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,338,8,6,1,0,0,1,0,0,ch-5_covalent_radius/hindi-native/gpt-5.6-terra__c24bdb069f4f.json
covalent radius,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,304,4,3,0,0,0,1,0,0,ch-5_covalent_radius/hindi-native/llama-4-maverick__f6df543de7c7.json
covalent radius,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,264,6,2,2,0,0,1,1,0,ch-5_covalent_radius/hindi-english/grok-4.3__80c16b39ba39.json
covalent radius,claude-sonnet-5,French prompt / French response,French prompt / French response,282,7,2,2,1,1,0,1,0,ch-5_covalent_radius/french-native/claude-sonnet-5__2babbd8a032b.json
alkaline earth metals,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,285,9,8,0,0,0,1,0,0,ch-6_alkaline_earth_metals/arabic-native/claude-sonnet-5__4a306852a9cf.json
alkaline earth metals,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,301,11,6,4,0,0,0,1,0,ch-6_alkaline_earth_metals/arabic-english/grok-4.3__1f608b7350e0.json
alkaline earth metals,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,206,9,6,2,0,0,1,0,0,ch-6_alkaline_earth_metals/arabic-english/claude-sonnet-5__9ca6e503738e.json
alkaline earth metals,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,500,9,5,2,0,0,2,0,0,ch-6_alkaline_earth_metals/arabic-native/gemini-3.8-flash__57626a8cefa1.json
alkaline earth metals,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,266,8,3,5,0,0,0,0,0,ch-6_alkaline_earth_metals/arabic-english/llama-4-maverick__d1d8203abccf.json
alkaline earth metals,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,281,10,6,3,0,0,1,0,0,ch-6_alkaline_earth_metals/arabic-native/llama-4-maverick__9e2c1e4bc448.json
alkaline earth metals,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,561,16,10,4,0,0,1,1,0,ch-6_alkaline_earth_metals/arabic-native/gpt-5.6-terra__ca8008c3d1f5.json
alkaline earth metals,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,495,10,5,3,1,0,1,0,0,ch-6_alkaline_earth_metals/arabic-english/gemini-3.8-flash__743c37c4ca01.json
alkaline earth metals,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,320,12,9,1,0,0,2,0,0,ch-6_alkaline_earth_metals/bengali-english/claude-sonnet-5__1483ba57015d.json
alkaline earth metals,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,349,10,4,4,0,0,1,1,0,ch-6_alkaline_earth_metals/arabic-native/grok-4.3__23e60e367490.json
alkaline earth metals,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,640,16,10,5,0,0,1,0,0,ch-6_alkaline_earth_metals/arabic-english/gpt-5.6-terra__e8f24748de20.json
alkaline earth metals,claude-sonnet-5,English prompt / English response,English prompt / English response,300,12,6,4,1,0,1,0,0,ch-6_alkaline_earth_metals/english/claude-sonnet-5__6bc9b78bb3c7.json
alkaline earth metals,gemini-3.8-flash,English prompt / English response,English prompt / English response,627,10,4,4,1,0,1,0,0,ch-6_alkaline_earth_metals/english/gemini-3.8-flash__58f5e66074c8.json
alkaline earth metals,gpt-5.6-terra,English prompt / English response,English prompt / English response,706,21,13,5,0,0,1,2,0,ch-6_alkaline_earth_metals/english/gpt-5.6-terra__99440811a779.json
alkaline earth metals,grok-4.3,English prompt / English response,English prompt / English response,466,10,5,4,0,0,1,0,0,ch-6_alkaline_earth_metals/english/grok-4.3__b311aa7d13de.json
alkaline earth metals,llama-4-maverick,English prompt / English response,English prompt / English response,389,9,4,3,0,0,2,0,0,ch-6_alkaline_earth_metals/english/llama-4-maverick__b9846008a7f0.json
alkaline earth metals,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,212,8,7,1,0,0,0,0,0,ch-6_alkaline_earth_metals/bengali-english/llama-4-maverick__2d5200297901.json
alkaline earth metals,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,477,16,15,0,0,0,1,0,0,ch-6_alkaline_earth_metals/bengali-english/gpt-5.6-terra__0db4cc4abeab.json
alkaline earth metals,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,307,8,3,3,0,0,2,0,0,ch-6_alkaline_earth_metals/bengali-native/claude-sonnet-5__8a38dd27755d.json
alkaline earth metals,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,337,10,7,1,0,0,2,0,0,ch-6_alkaline_earth_metals/bengali-native/grok-4.3__55de9ebbc991.json
alkaline earth metals,grok-4.3,English prompt / French response,English prompt / French response,293,10,6,3,0,0,1,0,0,ch-6_alkaline_earth_metals/french-english/grok-4.3__47cc2f02e2e2.json
alkaline earth metals,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,355,14,8,4,0,0,1,1,0,ch-6_alkaline_earth_metals/bengali-english/grok-4.3__ca170fd4d0c4.json
alkaline earth metals,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,452,8,3,3,0,0,2,0,0,ch-6_alkaline_earth_metals/bengali-native/gemini-3.8-flash__3d06c373ce2e.json
alkaline earth metals,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,411,9,3,6,0,0,0,0,0,ch-6_alkaline_earth_metals/bengali-native/llama-4-maverick__7ebdc22639fc.json
alkaline earth metals,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,498,8,3,4,0,0,1,0,0,ch-6_alkaline_earth_metals/bengali-english/gemini-3.8-flash__07331ed44ff0.json
alkaline earth metals,llama-4-maverick,English prompt / French response,English prompt / French response,375,9,5,4,0,0,0,0,0,ch-6_alkaline_earth_metals/french-english/llama-4-maverick__09f1d4cef0ea.json
