topic,model,condition,language,prompt_type,unit_id,kind,label,word_count,excerpt_count
ch-2_stoichiometry,gemini-3.8-flash,french-native,French,native,u4,CAVEAT,Warning against confusing masses in grams with molar quantities,138,1
ch-2_stoichiometry,gemini-3.8-flash,french-native,French,native,u5,CONCEPT,"Limiting reactant, excess reactant, and stoichiometric proportions",95,1
ch-2_stoichiometry,gemini-3.8-flash,french-native,French,native,u6,PROCEDURE,Four-step method for solving stoichiometry problems,99,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u1,CONCEPT,Definition and scope of stoichiometry,60,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u2,CONCEPT,Meaning of stoichiometric coefficients and mole ratios,91,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u3,CONCEPT,Conservation of atoms and balancing chemical equations,76,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u4,CAVEAT,Do not modify chemical formula subscripts when balancing,30,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u5,CONCEPT,The mole as a unit of measurement in chemistry,68,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u6,CONCEPT,Mass-to-mole conversion formula and worked calculation,89,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u7,PROCEDURE,General method for solving stoichiometry problems,103,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u8,EXAMPLE,Complete worked stoichiometry problem calculating mass of water formed,101,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u9,CONCEPT,Concept of limiting reactant and worked example,116,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u10,PROCEDURE,Method for identifying the limiting reactant using stoichiometric ratios,53,1
ch-2_stoichiometry,gpt-5.6-terra,french-native,French,native,u11,STUDY_SUPPORT,Summary recap of key stoichiometric concepts and steps,52,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u1,CONCEPT,Definition of stoichiometry and reliance on balanced equations,26,2
ch-2_stoichiometry,grok-4.3,french-native,French,native,u2,ANALOGY,Cooking recipe analogy for stoichiometric proportions,56,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u3,CONCEPT,Meaning and importance of coefficients in balanced equations,75,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u4,CONCEPT,"The mole concept, Avogadro's number, and molar mass",62,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u5,EXAMPLE,Worked mass-to-mass stoichiometric calculation,114,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u6,CONCEPT,Definition of limiting reactant,36,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u7,EXAMPLE,Worked example finding the limiting reactant and product amount,52,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u8,STUDY_SUPPORT,Summary of key stoichiometric rules,36,1
ch-2_stoichiometry,grok-4.3,french-native,French,native,u9,STUDY_SUPPORT,Practice advice and suggested reaction types,24,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u1,CONCEPT,Definition of stoichiometry,43,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u2,ANALOGY,Recipe analogy for reactant and product proportions,49,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u3,CONCEPT,Law of conservation of mass,38,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u4,CONCEPT,Definition and role of chemical equations,23,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u5,PROCEDURE,General procedure for applying stoichiometry,57,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u6,EXAMPLE,Formation of water illustrating stoichiometric coefficients,51,1
ch-2_stoichiometry,llama-4-maverick,french-native,French,native,u7,STUDY_SUPPORT,Summary recap of stoichiometry,41,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u1,CONCEPT,Definition and scope of stoichiometry,44,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u2,CONCEPT,Fundamental basis in the Law of Conservation of Mass,42,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u3,EXAMPLE,Molar relationship in water synthesis reaction,31,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u4,PROCEDURE,Step-by-step method for stoichiometric calculations,52,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u5,EXAMPLE,Worked calculation of mass of water formed from 4 g of hydrogen,69,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u6,CONCEPT,"Key stoichiometry-related concepts: limiting reagent, excess reagent, and percent yield",28,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u7,EXAMPLE,Application in industrial raw material estimation,11,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u8,EXAMPLE,Application in pharmaceutical manufacturing,8,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u9,EXAMPLE,Application in pollution control,3,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u10,ANALOGY,Cooking analogy for stoichiometric ratios,12,1
ch-2_stoichiometry,claude-sonnet-5,hindi-english,Hindi,english,u11,STUDY_SUPPORT,Memory aid associating stoichiometry with chemical mathematics,27,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u1,ANALOGY,Kitchen recipe analogy comparing scaling tea ingredients to stoichiometry,79,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u2,CONCEPT,Formal chemical definition of stoichiometry,26,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u3,CONCEPT,Greek etymological origin of the term stoichiometry,20,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u4,CONCEPT,Requirement of balanced chemical equations based on conservation of mass,47,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u5,EXAMPLE,"Water synthesis reaction illustrating stoichiometric coefficients at molecular, molar, and mass levels",109,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u6,PROCEDURE,Four-step general method for solving stoichiometry problems,88,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u7,EXAMPLE,Worked problem calculating required oxygen mass for reaction with hydrogen,93,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-english,Hindi,english,u8,STUDY_SUPPORT,Summary recap of the core intuition of stoichiometry,25,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u1,CONCEPT,Definition and basic principle of stoichiometry,74,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u2,CONCEPT,Importance of balanced equations and definition of mole ratio,107,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u3,CONCEPT,Definition of mole and Avogadro's number,56,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u4,CONCEPT,Conversion between mass and moles using molar mass,46,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u5,PROCEDURE,General sequence of steps for solving stoichiometry problems,47,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u6,EXAMPLE,Worked example calculating water produced from 4 grams of hydrogen,119,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u7,EXAMPLE,Worked example calculating carbon dioxide produced from 100 grams of calcium carbonate,101,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u8,CONCEPT,Concept and definition of limiting reactant,85,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-english,Hindi,english,u9,STUDY_SUPPORT,Summary recap of key rules and formula review,73,1
ch-2_stoichiometry,grok-4.3,hindi-english,Hindi,english,u1,CONCEPT,"Definition, etymology, and conservation of mass basis of stoichiometry",64,1
ch-2_stoichiometry,grok-4.3,hindi-english,Hindi,english,u2,EXAMPLE,"Water formation reaction, mole ratio, and mass stoichiometry calculation",133,1
ch-2_stoichiometry,grok-4.3,hindi-english,Hindi,english,u3,CONCEPT,Overview of common stoichiometric calculations and topics,39,1
ch-2_stoichiometry,grok-4.3,hindi-english,Hindi,english,u4,EXAMPLE,Worked mass calculation for the formation of sodium chloride,41,1
ch-2_stoichiometry,grok-4.3,hindi-english,Hindi,english,u5,STUDY_SUPPORT,Key tips and rules of thumb for stoichiometry problem solving,24,1
ch-2_stoichiometry,llama-4-maverick,hindi-english,Hindi,english,u1,CONCEPT,Definition and significance of stoichiometry,70,1
ch-2_stoichiometry,llama-4-maverick,hindi-english,Hindi,english,u2,CONCEPT,Fundamental chemical laws underlying stoichiometry,73,1
ch-2_stoichiometry,llama-4-maverick,hindi-english,Hindi,english,u3,PROCEDURE,General procedure for stoichiometric calculations,102,1
ch-2_stoichiometry,llama-4-maverick,hindi-english,Hindi,english,u4,EXAMPLE,Illustrative example of mole ratio in water formation,37,1
ch-2_stoichiometry,llama-4-maverick,hindi-english,Hindi,english,u5,STUDY_SUPPORT,Closing summary of stoichiometry concepts and steps,50,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u1,CONCEPT,Definition and scope of stoichiometry,47,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u2,CONCEPT,Underlying principle: law of conservation of mass,27,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u3,EXAMPLE,Molar and mass interpretation of water formation reaction,37,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u4,PROCEDURE,Four-step method for solving stoichiometry problems,42,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u5,EXAMPLE,Worked problem calculating water produced from 4 grams of hydrogen,39,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u6,EXAMPLE,Application of stoichiometry in industry,11,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u7,EXAMPLE,Application of stoichiometry in pharmaceutical manufacturing,8,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u8,EXAMPLE,Application of stoichiometry in laboratory experiments,7,1
ch-2_stoichiometry,claude-sonnet-5,hindi-native,Hindi,native,u9,STUDY_SUPPORT,Key tips and checklist for solving stoichiometry problems,15,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u1,ANALOGY,Sandwich recipe analogy for stoichiometry,46,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u2,CONCEPT,Definition and etymology of stoichiometry,54,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u3,CONCEPT,Requirement of balanced chemical equations and stoichiometric coefficients based on mass conservation,142,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u4,EXAMPLE,Demonstration of mass conservation in water synthesis using molar masses,79,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u5,PROCEDURE,Three-step procedure for solving stoichiometry problems,80,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u6,EXAMPLE,Application of stoichiometry in pharmaceutical manufacturing,21,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u7,EXAMPLE,Application of stoichiometry in rocket propulsion,24,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u8,EXAMPLE,Application of stoichiometry in industrial manufacturing to minimize waste,17,1
ch-2_stoichiometry,gemini-3.8-flash,hindi-native,Hindi,native,u9,STUDY_SUPPORT,Summary recap of stoichiometry,23,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u1,CONCEPT,Definition of stoichiometry and its dependence on balanced equations,69,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u2,CONCEPT,"Necessity of balanced equations, conservation of mass, and mole ratios",67,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u3,CONCEPT,Definition of the mole and Avogadro's number,54,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u4,CONCEPT,Definition and calculation of molar mass,67,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u5,PROCEDURE,General step-by-step method for solving stoichiometry problems,63,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u6,EXAMPLE,Worked problem calculating water produced from given mass of hydrogen,116,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u7,CONCEPT,Concept and determination of limiting reactant,81,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u8,STUDY_SUPPORT,Summary reference of essential formulas,35,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u9,EXAMPLE,Worked problem calculating CO2 produced from decomposition of CaCO3,70,1
ch-2_stoichiometry,gpt-5.6-terra,hindi-native,Hindi,native,u10,STUDY_SUPPORT,Review of key points and reminders for stoichiometry,65,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u1,CONCEPT,Definition and purpose of stoichiometry,61,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u2,CONCEPT,Role of balanced chemical equations in stoichiometry,58,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u3,CONCEPT,The mole concept and molar mass,48,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u4,EXAMPLE,Worked calculation of mass of water formed from 4 grams of hydrogen,81,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u5,EXAMPLE,Worked mass-to-mass calculation of CaO formed from CaCO3 decomposition,47,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u6,STUDY_SUPPORT,Key takeaways and guidelines for solving stoichiometry problems,36,1
ch-2_stoichiometry,grok-4.3,hindi-native,Hindi,native,u7,STUDY_SUPPORT,Practice questions on stoichiometric calculations,21,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u1,CONCEPT,Definition and meaning of stoichiometry,28,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u2,CONCEPT,"Foundational concepts: chemical equations, mole, and molar mass",59,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u3,CONCEPT,Principles of stoichiometry: laws of conservation of mass and definite proportions,43,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u4,CONCEPT,Applications of stoichiometry,43,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u5,EXAMPLE,Worked example calculating water produced from given masses of hydrogen and oxygen,150,1
ch-2_stoichiometry,llama-4-maverick,hindi-native,Hindi,native,u6,STUDY_SUPPORT,Concluding recap of stoichiometry and its importance,44,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u1,CONCEPT,Definition of stoichiometry,18,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u2,ANALOGY,Recipe and dosai-making analogy for chemical stoichiometry,21,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u3,EXAMPLE,Water formation reaction showing molecular ratio,19,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u4,PROCEDURE,Key steps to solve stoichiometry problems,50,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u5,EXAMPLE,Worked mass-mass calculation for oxygen reacting with hydrogen,44,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u6,EXAMPLE,"Real-world applications of stoichiometry in industry, medicine, and environment",21,1
ch-2_stoichiometry,claude-sonnet-5,tamil-english,Tamil,english,u7,STUDY_SUPPORT,Summary tips and recap of stoichiometry fundamentals,36,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u1,ANALOGY,Making tea analogy for stoichiometric ratios,75,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u2,CONCEPT,Etymology and definition of stoichiometry,30,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u3,EXAMPLE,Water formation reaction stoichiometry calculation,82,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u4,CONCEPT,Law of conservation of mass as basis for stoichiometry,46,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u5,CONCEPT,Mole concept connection in stoichiometry,39,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u6,EXAMPLE,Application of stoichiometry in medicine manufacturing,18,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u7,EXAMPLE,Application of stoichiometry in chemical industries,9,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u8,EXAMPLE,Application of stoichiometry in rocket propulsion fuel calculations,14,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-english,Tamil,english,u9,STUDY_SUPPORT,Summary recap of stoichiometry,13,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u1,CONCEPT,Definition of stoichiometry,33,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u2,CONCEPT,Balancing chemical equations and mole ratios,55,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u3,CONCEPT,The mole concept and Avogadro's number,50,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u4,CONCEPT,Molar mass definition and calculation,40,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u5,PROCEDURE,General procedure for stoichiometric calculations,23,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u6,EXAMPLE,Worked stoichiometry problem: water synthesis from hydrogen,98,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u7,EXAMPLE,Worked stoichiometry problem: thermal decomposition of calcium carbonate,85,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u8,CONCEPT,Concept of limiting reactant,67,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u9,CONCEPT,"Theoretical yield, actual yield, and percentage yield",47,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-english,Tamil,english,u10,STUDY_SUPPORT,Summary recap of stoichiometry calculation pathway,29,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u1,CONCEPT,Definition and fundamental prerequisites of stoichiometry,48,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u2,EXAMPLE,Water formation reaction illustrating mole ratio,53,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u3,CONCEPT,Definition of mole and molar masses of relevant substances,27,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u4,EXAMPLE,Worked calculation of water yield from 4 g of hydrogen,63,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u5,EXAMPLE,Worked calculation of oxygen required for 4 g of hydrogen,30,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u6,CONCEPT,Practical significance and applications of stoichiometry,26,1
ch-2_stoichiometry,grok-4.3,tamil-english,Tamil,english,u7,STUDY_SUPPORT,Problem-solving tips and study strategy for stoichiometric calculations,24,1
ch-2_stoichiometry,llama-4-maverick,tamil-english,Tamil,english,u1,CONCEPT,Definition and scope of stoichiometry,27,1
ch-2_stoichiometry,llama-4-maverick,tamil-english,Tamil,english,u2,CONCEPT,Concept of chemical equations and their components,42,1
ch-2_stoichiometry,llama-4-maverick,tamil-english,Tamil,english,u3,EXAMPLE,Worked stoichiometric calculation for the reaction of hydrogen and oxygen,98,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u1,CONCEPT,Definition of stoichiometry,18,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u2,CONCEPT,Law of conservation of mass as the foundation of stoichiometry,35,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u3,EXAMPLE,Mole ratio illustration using the formation of water,34,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u4,PROCEDURE,Formula and general procedure for stoichiometric calculations,34,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u5,EXAMPLE,Worked example calculating mass of oxygen required to react with hydrogen,42,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u6,CONCEPT,Applications and importance of stoichiometry,21,1
ch-2_stoichiometry,claude-sonnet-5,tamil-native,Tamil,native,u7,STUDY_SUPPORT,Study advice to practice calculation problems,9,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u1,ANALOGY,Tea recipe analogy for stoichiometric ratios,78,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u2,CONCEPT,Etymology and definition of stoichiometry,36,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u3,EXAMPLE,Water formation reaction and conservation of mass,107,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u4,PROCEDURE,General method for solving stoichiometry problems,48,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u5,EXAMPLE,Application in medicine manufacturing,17,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u6,EXAMPLE,Application in rocket propulsion,15,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u7,EXAMPLE,Application in industrial chemical manufacturing,12,1
ch-2_stoichiometry,gemini-3.8-flash,tamil-native,Tamil,native,u8,STUDY_SUPPORT,Recap summary of stoichiometry,24,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u1,CONCEPT,Definition of stoichiometric ratio,27,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u2,EXAMPLE,Stoichiometric mole ratio for water formation,39,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u3,CONCEPT,Importance of coefficients and conservation of mass in balancing equations,61,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u4,EXAMPLE,Mole ratios in ammonia synthesis,32,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u5,CAVEAT,Distinction between mole ratio and mass ratio,68,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u6,CONCEPT,Concept of limiting reactant with an illustrative scenario,55,1
ch-2_stoichiometry,gpt-5.6-terra,tamil-native,Tamil,native,u7,STUDY_SUPPORT,Key takeaways and recap,55,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u1,CONCEPT,Law of conservation of mass and the necessity of balancing chemical equations,50,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u2,EXAMPLE,Stoichiometric ratio in water formation reaction,62,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u3,CONCEPT,Definition of mole and mole ratio,45,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u4,EXAMPLE,Stoichiometric ratio in methane combustion,30,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u5,CONCEPT,Importance and practical applications of stoichiometric ratios,39,1
ch-2_stoichiometry,grok-4.3,tamil-native,Tamil,native,u6,STUDY_SUPPORT,Summary recap of key rules about stoichiometric ratios,19,1
ch-2_stoichiometry,llama-4-maverick,tamil-native,Tamil,native,u1,CONCEPT,"Definition of chemical reaction, reactants, and products",47,1
ch-2_stoichiometry,llama-4-maverick,tamil-native,Tamil,native,u2,CONCEPT,Dalton's postulate that elements combine in whole-number ratios,24,1
ch-2_stoichiometry,llama-4-maverick,tamil-native,Tamil,native,u3,EXAMPLE,Illustration of whole-number atomic ratio using the water molecule,27,1
ch-2_stoichiometry,llama-4-maverick,tamil-native,Tamil,native,u4,CONCEPT,Dalton's law of multiple proportions,23,1
ch-2_stoichiometry,llama-4-maverick,tamil-native,Tamil,native,u5,EXAMPLE,Worked demonstration of multiple proportions using carbon monoxide and carbon dioxide,61,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u1,ANALOGY,Analogy of counting units (carton of eggs and ream of paper) to introduce the mole,36,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u2,CONCEPT,"Definition of the mole, Avogadro's number, and rationale for macroscopic measurement",69,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u3,CONCEPT,Definition of molar mass and its numerical relationship to atomic/molecular mass,22,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u4,EXAMPLE,Table of molar masses for specific elements and compounds,20,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u5,CONCEPT,Basic formulas relating moles to mass and number of particles,39,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u6,EXAMPLE,Worked calculation of moles and number of molecules in 36 g of water,47,1
ch-3_mole_concept,claude-sonnet-5,arabic-english,Arabic,english,u7,STUDY_SUPPORT,"Summary reference table of concepts, symbols, and units",24,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u1,ANALOGY,Analogy of buying rice by kilogram to explain the need for the mole unit,73,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u2,CONCEPT,Definition of the mole and Avogadro's number using the dozen comparison,80,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u3,CONCEPT,Concept and definition of molar mass,82,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u4,CONCEPT,"Formula relating number of moles, mass, and molar mass",42,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u5,EXAMPLE,Worked calculation finding the number of moles in 36 grams of water,72,1
ch-3_mole_concept,gemini-3.8-flash,arabic-english,Arabic,english,u6,STUDY_SUPPORT,Summary recap of the mole as a bridge between microscopic and macroscopic worlds,23,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u1,CONCEPT,Definition of the mole and Avogadro's number,42,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u2,EXAMPLE,Types of representative particles measured by the mole,49,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u3,CONCEPT,Why chemists need the mole,22,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u4,CONCEPT,Definition of molar mass,17,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u5,EXAMPLE,Molar mass of oxygen element as atoms versus diatomic molecules,47,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u6,PROCEDURE,Calculating molar mass of compounds from chemical formulas,7,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u7,EXAMPLE,Calculating the molar mass of water,21,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u8,EXAMPLE,Calculating the molar mass of carbon dioxide,21,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u9,CONCEPT,"Relationship and formula connecting mass, molar mass, and moles",23,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u10,EXAMPLE,Worked example calculating moles from given mass of water,20,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u11,EXAMPLE,Worked example calculating mass from moles of carbon dioxide,28,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u12,CONCEPT,Formula relating number of particles and moles,16,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u13,EXAMPLE,Worked example calculating number of molecules from moles of water,18,1
ch-3_mole_concept,gpt-5.6-terra,arabic-english,Arabic,english,u14,EXAMPLE,Worked example calculating moles from number of iron atoms,20,1
